#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2018 08 27 02 50 220  9.0 10.0   1.0     5   4.0 217 1018.1  23.8  23.6  21.8   MM +0.0    MM
2018 08 27 01 50 220  8.0 10.0   0.9     5   3.8 218 1018.3  23.8  23.6  21.4   MM +0.0    MM
2018 08 27 00 50 220  8.0 10.0   1.0     4   3.8 224 1018.3  23.8  23.6  21.3   MM -0.5    MM
2018 08 26 23 50 230  9.0 10.0   1.0     4   3.8 226 1018.3  23.7  23.7  21.1   MM -0.6    MM
2018 08 26 22 50 220  9.0 11.0   0.9     4   3.6 219 1018.3  23.7  23.7  20.5   MM -1.0    MM
2018 08 26 21 50 220  9.0 10.0   0.8     4   3.6 226 1018.8  23.6  23.7  20.4   MM -1.3    MM
2018 08 26 20 50 220  8.0 10.0   0.7     4   3.6 229 1018.9  23.4  23.7  20.0   MM -1.6    MM
2018 08 26 19 50 220  8.0  9.0   0.6     3   3.7 228 1019.3  23.2  23.8  19.7   MM -2.1    MM
2018 08 26 18 50 220  7.0  8.0   0.5     5   4.0 119 1020.1  23.0  23.8  19.1   MM -1.8    MM
2018 08 26 17 50 210  6.0  7.0   0.5     6   4.7 133 1020.5  22.6  23.8  18.5   MM -2.0    MM
2018 08 26 16 50 220  5.0  6.0   0.5     5   5.3 118 1021.4  22.4  23.7  17.6   MM -1.1    MM
2018 08 26 15 50 230  4.0  4.0   0.5     7   5.5  98 1021.9  22.1  23.7  16.4   MM -0.8    MM
2018 08 26 14 50 240  3.0  4.0   0.5     6   5.4 120 1022.5  21.7  23.5  15.5   MM +0.0    MM
2018 08 26 13 50 250  2.0  3.0   0.5     6   5.2 114 1022.5  21.6  23.5  15.0   MM +0.0    MM
2018 08 26 12 50 280  2.0  3.0   0.6     6   5.4 119 1022.7  21.5  23.4  14.5   MM +0.3    MM
2018 08 26 11 50 290  1.0  2.0   0.6     6   5.1 129 1022.7  21.4  23.3  14.4   MM +0.3    MM
2018 08 26 10 50 300  3.0  4.0   0.6     7   5.2 128 1022.7  21.2  23.3  15.8   MM -0.0    MM
2018 08 26 09 50 300  2.0  2.0   0.6     6   5.0 134 1022.4  21.3  23.3  15.8   MM -0.4    MM
2018 08 26 08 50 330  2.0  2.0   0.6     7   5.1 119 1022.4  21.4  23.3  15.5   MM -0.7    MM
2018 08 26 07 50 300  2.0  3.0   0.6     5   4.9 119 1022.8  21.6  23.4  15.2   MM -0.7    MM
2018 08 26 06 50 290  2.0  3.0   0.6     6   4.9 123 1022.8  21.7  23.4  16.1   MM -0.9    MM
2018 08 26 05 50 240  2.0  2.0   0.6     6   4.9 128 1023.1  22.0  23.4  15.5   MM -0.9    MM
2018 08 26 04 50 240  2.0  2.0   0.5     6   5.0 128 1023.5  22.1  23.4  15.3   MM -0.7    MM
2018 08 26 03 50 220  1.0  2.0   0.5     7   5.0 125 1023.7  22.2  23.5  15.5   MM -0.6    MM
2018 08 26 02 50 180  2.0  3.0   0.4     6   4.9 152 1024.0  22.2  23.5  15.6   MM +0.0    MM
2018 08 26 01 50 140  3.0  3.0   0.4     6   5.0 155 1024.2  22.3  23.6  15.6   MM +0.0    MM
2018 08 26 00 50 140  3.0  3.0   0.4    15   4.9 139 1024.3  22.6  23.7  13.5   MM -0.3    MM
2018 08 25 23 50 130  3.0  4.0   0.4     6   5.0 154 1024.2  22.6  23.8  13.1   MM -0.5    MM
2018 08 25 22 50 140  2.0  3.0   0.4     8   4.9 138 1024.3  22.7  23.9  14.1   MM -0.6    MM
2018 08 25 21 50 140  3.0  4.0   0.4     8   4.8 140 1024.6  22.9  24.0  13.9   MM -0.5    MM
2018 08 25 20 50 140  3.0  3.0   0.4     8   5.1 145 1024.7  23.0  24.1  14.9   MM -1.1    MM
2018 08 25 19 50 140  3.0  4.0   0.4     9   4.7 107 1024.9  23.1  24.2  14.5   MM -1.3    MM
2018 08 25 18 50 140  4.0  4.0   0.5    10   4.8 134 1025.1  23.1  24.3  14.7   MM -1.6    MM
2018 08 25 17 50 150  3.0  3.0   0.4     9   4.8 124 1025.8  23.2  24.3  15.1   MM -1.2    MM
2018 08 25 16 50 150  3.0  4.0   0.4     9   5.0  68 1026.2  23.2  24.4  15.6   MM -1.0    MM
2018 08 25 15 50  MM  0.0  1.0   0.5    10   5.2  45 1026.7  24.6  24.2  13.6   MM +0.0    MM
2018 08 25 14 50 140  1.0  1.0   0.5    10   5.0 146 1027.0  23.8  23.8  13.6   MM +0.4    MM
2018 08 25 13 50 160  1.0  2.0   0.4    10   4.9  92 1027.2  23.7  23.5  14.3   MM +0.9    MM
2018 08 25 12 50 170  1.0  2.0   0.5    10   5.1 121 1026.9  23.7  23.2  13.8   MM +1.1    MM
2018 08 25 11 50 170  2.0  3.0   0.5    10   4.7 147 1026.6  23.5  23.1  13.9   MM +1.1    MM
2018 08 25 10 50 180  2.0  3.0   0.5    10   4.4 110 1026.3  23.2  23.1  14.0   MM +1.0    MM
2018 08 25 09 50 200  2.0  3.0   0.5     6   4.4 132 1025.8  23.1  23.1  14.1   MM +0.5    MM
2018 08 25 08 50 210  4.0  4.0   0.5     7   4.1 166 1025.5  23.2  23.1  14.0   MM +0.0    MM
2018 08 25 07 50 200  4.0  5.0   0.5     7   4.1 129 1025.3  23.2  23.1  14.5   MM +0.0    MM
2018 08 25 06 50 200  5.0  6.0   0.5     7   4.6 162 1025.3  23.2  23.0  15.3   MM +0.0    MM
2018 08 25 05 50 200  5.0  6.0   0.5     7   4.4 174 1025.4  23.2  23.0  16.1   MM +0.0    MM
2018 08 25 04 50 190  5.0  6.0   0.5     7   4.7 164 1025.4  23.4  23.0  15.7   MM +0.0    MM
2018 08 25 03 50 190  5.0  6.0   0.5    10   5.2 118 1025.5  23.3  23.0  17.0   MM +0.6    MM
2018 08 25 02 50 190  5.0  5.0   0.4    10   6.5 126 1025.5  23.5  23.0  16.0   MM +1.1    MM
2018 08 25 01 50 200  4.0  4.0   0.4    10   6.5 138 1025.3  23.5  23.3  16.1   MM +1.5    MM
2018 08 25 00 50 210  4.0  4.0   0.5     7   6.3 159 1024.9  23.7  23.5  15.6   MM +0.9    MM
2018 08 24 23 50 210  4.0  5.0   0.5     7   6.5 170 1024.4  23.7  23.7  15.5   MM +0.4    MM
2018 08 24 22 50 210  4.0  5.0   0.5     8   6.5  96 1023.8  23.8  23.9  15.3   MM +0.0    MM
2018 08 24 21 50 220  4.0  4.0   0.5    11   6.3 143 1024.0  23.8  24.0  15.6   MM +0.0    MM
2018 08 24 20 50 230  4.0  5.0   0.5     7   6.1 175 1024.0  23.7  24.1  16.5   MM +0.0    MM
2018 08 24 19 50 230  4.0  4.0   0.4     7   6.0 132 1023.8  23.4  24.2  16.8   MM +0.0    MM
2018 08 24 18 50 240  3.0  4.0   0.5     8   6.1 179 1024.0  23.0  24.2  18.0   MM +0.0    MM
2018 08 24 17 50 240  3.0  3.0   0.5     8   6.3 186 1024.0  22.6  24.2  18.8   MM +0.4    MM
2018 08 24 16 50 240  3.0  3.0   0.5     8   6.5 150 1023.9  22.8  23.9  16.4   MM +0.6    MM
2018 08 24 15 50 230  2.0  2.0   0.5     8   6.3 148 1023.8  22.7  23.6  16.3   MM +1.0    MM
2018 08 24 14 50 260  1.0  2.0   0.5     7   6.4 153 1023.6  22.4  22.9  16.0   MM +1.3    MM
2018 08 24 13 50 230  2.0  2.0   0.5     7   6.3 168 1023.3  21.9  22.5  16.9   MM +1.9    MM
2018 08 24 12 50  MM  0.0  1.0   0.6     8   6.7 141 1022.8  21.8  22.2  16.2   MM +2.0    MM
2018 08 24 11 50 310  2.0  2.0   0.5     7   6.5 172 1022.3  21.4  22.0  16.1   MM +1.9    MM
2018 08 24 10 50 300  3.0  4.0   0.6     7   6.4 154 1021.4  21.4  22.0  16.0   MM +1.2    MM
2018 08 24 09 50 300  2.0  3.0   0.6     8   6.2 175 1020.8  21.3  21.9  17.7   MM +0.7    MM
2018 08 24 08 50 290  3.0  4.0   0.6     8   5.9 148 1020.4  21.6  22.2  17.4   MM +0.6    MM
2018 08 24 07 50 290  4.0  5.0   0.7     8   5.7 148 1020.2  21.7  22.4  16.9   MM +0.7    MM
2018 08 24 06 50 280  5.0  6.0   0.6     8   5.5 162 1020.1  22.1  22.7  16.8   MM +1.0    MM
2018 08 24 05 50 270  5.0  5.0   0.6     7   5.1 146 1019.8  22.3  22.8  16.5   MM +1.1    MM
2018 08 24 04 50 270  5.0  6.0   0.7     8   4.9 144 1019.5  22.4  22.9  16.9   MM +1.2    MM
2018 08 24 03 50 260  6.0  7.0   0.7     8   5.0 147 1019.1  22.8  23.1  16.1   MM +1.6    MM
2018 08 24 02 50 260  5.0  6.0   0.7     8   5.3 128 1018.7  23.1  23.1  15.1   MM +2.4    MM
2018 08 24 01 50 260  5.0  6.0   0.6     8   4.9 124 1018.3  23.1  23.1  14.9   MM +2.8    MM
2018 08 24 00 50 260  5.0  6.0   0.7     7   4.7 141 1017.5  23.1  23.0  14.3   MM +2.5    MM
2018 08 23 23 50 270  5.0  6.0   0.7     8   4.6 132 1016.3  22.9  23.0  15.0   MM +1.6    MM
2018 08 23 22 50 280  6.0  7.0   0.8     7   5.2 171 1015.5  23.2  22.9  14.7   MM +0.8    MM
2018 08 23 21 50 250  5.0  5.0   0.8     6   4.8 172 1015.0  22.9  22.8  15.1   MM -0.0    MM
2018 08 23 20 50 270  6.0  7.0   0.8     7   4.8 171 1014.7  22.5  22.8  13.5   MM +0.0    MM
2018 08 23 19 50 270  5.0  6.0   0.8     7   4.8 186 1014.7  21.9  22.7  13.7   MM +0.0    MM
2018 08 23 18 50 290  5.0  7.0   0.8     7   4.7 174 1014.9  21.4  22.8  13.8   MM +0.6    MM
2018 08 23 17 50 300  5.0  6.0   0.9     8   4.8 183 1014.8  21.0  22.8  13.3   MM +0.9    MM
2018 08 23 16 50 330  7.0  8.0   1.0     8   4.7 164 1014.6  20.6  22.8  13.7   MM +1.4    MM
2018 08 23 15 50 320  7.0  8.0   1.0     8   4.5 170 1014.3  20.3  22.8  14.2   MM +1.9    MM
2018 08 23 14 50 340  7.0  8.0   1.0     8   4.3 169 1013.9  19.5  22.7  15.2   MM +2.5    MM
2018 08 23 13 50 340  9.0 10.0   1.1     8   4.5 166 1013.2  20.4  22.8  15.1   MM +2.6    MM
2018 08 23 12 50 340  9.0 11.0   1.1     8   4.8 169 1012.4  20.7  22.9  15.5   MM +2.7    MM
2018 08 23 11 50 330  9.0 11.0   1.1     8   4.6 155 1011.4  21.0  23.0  16.5   MM +2.2    MM
2018 08 23 10 50 330  9.0 10.0   1.2     8   5.5 161 1010.6  21.3  23.0  17.3   MM +1.8    MM
2018 08 23 09 50 320  7.0  9.0   1.3     8   5.7 174 1009.7  21.6  23.1  18.0   MM +1.2    MM
2018 08 23 08 50 310  7.0  8.0   1.3     7   5.8 173 1009.2  22.0  23.1  17.9   MM +0.9    MM
2018 08 23 07 50 310  5.0  6.0   1.4     7   6.1 174 1008.8  22.3  23.1  18.3   MM +0.3    MM
2018 08 23 06 50 310  6.0  7.0   1.5     8   6.2 175 1008.5  22.7  23.1  18.2   MM +0.4    MM
2018 08 23 05 50 320  3.0  4.0   1.4     7   6.1 170 1008.3  23.0  23.1  19.8   MM +0.4    MM
2018 08 23 04 50 310  3.0  4.0   1.5     8   6.0 179 1008.5  23.2  23.0  20.6   MM +0.9    MM
2018 08 23 03 50 290  5.0  6.0   1.5     8   6.0 165 1008.1  23.5  22.9  20.6   MM +1.0    MM
2018 08 23 02 50 250  4.0  5.0   1.5     8   6.0 179 1007.9  23.6  22.9  20.9   MM +1.4    MM
2018 08 23 01 50 250  4.0  5.0   1.7     8   6.2 170 1007.6  23.4  22.9  21.8   MM +1.6    MM
2018 08 23 00 50 240  5.0  6.0   1.8     8   6.1 168 1007.1  23.8  23.0  21.9   MM +1.6    MM
2018 08 22 23 50 230  6.0  7.0   1.6     7   5.7 170 1006.5  24.1  23.0  22.0   MM +1.6    MM
2018 08 22 22 50 230  6.0  8.0   1.6     8   5.6 150 1006.0  24.2  23.1  22.0   MM +1.3    MM
2018 08 22 21 50 240  7.0  9.0   1.6     7   5.4 177 1005.5  24.2  23.2  22.0   MM +1.0    MM
2018 08 22 20 50 240  9.0 10.0   1.7     7   5.2 153 1004.9  23.9  23.3  22.1   MM -0.3    MM
2018 08 22 19 50 240  9.0 11.0   1.6     6   5.1 157 1004.7  23.9  23.5  21.9   MM   MM    MM
2018 08 22 18 50 240 10.0 12.0   1.5     6   4.9 155 1004.5  23.6  23.5  21.8   MM -0.9    MM
2018 08 22 17 50 240  9.0 11.0   1.3     6   4.5 154 1005.2  23.1  23.5  21.5   MM -0.9    MM
2018 08 22 16 50 240 10.0 11.0   1.2     4   4.3 215 1005.5  23.1  23.5  21.6   MM -0.4    MM
2018 08 22 15 50 240 11.0 13.0   1.0     7   4.1 143 1005.4  23.4  23.5  21.5   MM   MM    MM
2018 08 22 14 50 230  8.0 10.0   0.9    10   4.4 102 1006.1  23.6  23.5  22.4   MM -0.6    MM
2018 08 22 13 50 220  8.0  9.0   0.9     4   4.3 118 1005.9  23.8  23.4  23.1   MM -1.0    MM
2018 08 22 12 50 210  7.0  8.0   1.0     9   4.6  90 1006.2  23.8  23.4  23.2   MM -0.6    MM
2018 08 22 11 50 190  5.0  6.0   1.0     5   4.7 100 1006.7  23.7  23.4  23.3   MM -0.5    MM
2018 08 22 10 50  MM   MM   MM   1.1     4   4.6 120 1006.9  23.6  23.4  23.1   MM -1.4    MM
2018 08 22 09 50  MM   MM   MM   1.1     8   4.5 103 1006.8  23.6  23.3  22.9   MM -2.9    MM
2018 08 22 08 50  MM   MM   MM   1.1    10   4.7 118 1007.2  22.9  23.2  22.2   MM -3.9    MM
2018 08 22 07 50  MM   MM   MM   1.1     8   4.6 106 1008.3  22.4  23.2  21.6   MM -4.7    MM
2018 08 22 06 50  MM   MM   MM   1.0     9   4.8  85 1009.7  22.1  23.2  21.0   MM -4.2    MM
2018 08 22 05 50  MM   MM   MM   1.0    10   5.2 102 1011.1  21.9  23.1  20.6   MM -4.1    MM
2018 08 22 04 50  MM   MM   MM   1.0    10   4.9  94 1013.0  21.8  23.1  20.3   MM -2.5    MM
2018 08 22 03 50  MM   MM   MM   0.9    10   4.9 112 1013.9  21.6  23.0  19.8   MM -2.3    MM
2018 08 22 02 50  MM   MM   MM   0.8     9   4.6 142 1015.2  21.6  23.1  19.7   MM -1.2    MM
2018 08 22 01 50  MM   MM   MM   0.8    11   4.6  74 1015.5  21.3  23.2  20.0   MM -0.3    MM
2018 08 22 00 50  MM   MM   MM   0.9     6   4.8 117 1016.2  21.0  23.3  19.7   MM -0.4    MM
2018 08 21 23 50  MM   MM   MM   0.9    11   4.9 136 1016.4  21.4  23.3  20.0   MM -0.4    MM
2018 08 21 22 50  MM   MM   MM   0.9     8   5.1  98 1015.8  21.3  23.4  19.5   MM -1.2    MM
2018 08 21 21 50  MM   MM   MM   1.0     7   5.2 100 1016.6  21.7  23.3  19.2   MM -1.0    MM
2018 08 21 20 50  MM   MM   MM   0.9     8   5.0  87 1016.8  21.6  23.3  19.5   MM -1.6    MM
2018 08 21 19 50  MM   MM   MM   0.9     8   4.9 118 1017.0  21.7  23.3  19.4   MM -2.0    MM
2018 08 21 18 50  MM   MM   MM   1.0     8   5.0  97 1017.6  21.0  23.2  19.8   MM -2.0    MM
2018 08 21 17 50  MM   MM   MM   0.9     8   4.8 101 1018.4  20.5  23.1  19.6   MM -1.2    MM
2018 08 21 16 50  MM   MM   MM   0.9     8   4.6 104 1019.0  20.6  23.0  19.4   MM -0.8    MM
2018 08 21 15 50  MM   MM   MM   0.9     7   4.7 122 1019.6  20.1  23.0  19.1   MM -0.4    MM
2018 08 21 14 50  MM   MM   MM   0.8     9   4.7  81 1019.6  20.2  22.7  18.8   MM -0.7    MM
2018 08 21 13 50  MM   MM   MM   0.8     6   4.1  98 1019.8  20.3  22.6  18.1   MM +0.0    MM
2018 08 21 12 50  MM   MM   MM   0.8     6   4.4  73 1020.0  20.3  22.6  18.3   MM +0.6    MM
2018 08 21 11 50  MM   MM   MM   0.8     5   4.4  73 1020.3  20.0  22.7  18.4   MM +0.9    MM
2018 08 21 10 50  MM   MM   MM   1.0     8   4.6  90 1020.0  19.8  22.7  18.2   MM +0.4    MM
2018 08 21 09 50  MM   MM   MM   1.0     7   4.8  65 1019.4  19.8  22.6  18.4   MM -0.8    MM
2018 08 21 08 50  MM   MM   MM   1.1     8   4.8  82 1019.4  20.0  22.6  18.4   MM -1.0    MM
2018 08 21 07 50  MM   MM   MM   1.1     5   4.8  66 1019.6  20.2  22.6  18.2   MM -1.2    MM
2018 08 21 06 50  MM   MM   MM   1.1     5   4.7  77 1020.2  20.3  22.6  18.2   MM -0.6    MM
2018 08 21 05 50  MM   MM   MM   1.2     6   4.6  84 1020.4  20.6  22.6  18.3   MM +0.0    MM
2018 08 21 04 50  MM   MM   MM   1.1     5   4.5  72 1020.8  20.7  22.9  18.5   MM +0.0    MM
2018 08 21 03 50  MM   MM   MM   1.2     5   4.3  66 1020.8  20.9  22.9  18.4   MM +0.3    MM
2018 08 21 02 50  MM   MM   MM   1.2     5   4.4  68 1020.6  21.4  22.8  18.5   MM +1.0    MM
2018 08 21 01 50  MM   MM   MM   1.2     5   4.4  67 1020.7  21.5  22.7  18.2   MM +1.2    MM
2018 08 21 00 50  MM   MM   MM   1.2     6   4.4  70 1020.5  21.6  22.7  17.8   MM +0.8    MM
2018 08 20 23 50  MM   MM   MM   1.1     5   4.3  71 1019.6  21.7  22.7  18.4   MM +0.0    MM
2018 08 20 22 50  MM   MM   MM   1.2     5   4.5  76 1019.5  22.1  22.8  18.3   MM -0.3    MM
2018 08 20 21 50  MM   MM   MM   1.2     5   4.3  68 1019.7  22.1  22.8  18.2   MM +0.0    MM
2018 08 20 20 50  MM   MM   MM   1.2     5   4.3  65 1019.7  22.0  22.8  18.4   MM +0.0    MM
2018 08 20 19 50  MM   MM   MM   1.2     5   4.2  66 1019.8  21.7  22.8  18.1   MM +0.0    MM
2018 08 20 18 50  MM   MM   MM   1.3     5   4.2  65 1019.9  21.5  22.8  18.4   MM +0.0    MM
2018 08 20 17 50  MM   MM   MM   1.5     6   4.3  68 1019.9  21.0  22.8  18.8   MM +0.4    MM
2018 08 20 16 50  MM   MM   MM   1.4     4   4.3  54 1019.6  20.7  22.7  19.0   MM -0.5    MM
2018 08 20 15 50  MM   MM   MM   1.4     5   4.1  54 1019.8  20.7  22.6  18.7   MM +0.0    MM
2018 08 20 14 50  MM   MM   MM   1.3     5   4.1  60 1019.5  20.5  22.5  18.8   MM +0.3    MM
2018 08 20 13 50  MM   MM   MM   1.2     5   4.2  65 1020.1  20.5  22.6  18.9   MM +1.0    MM
2018 08 20 12 50  MM   MM   MM   1.2     5   4.3  62 1019.8  20.1  22.6  18.9   MM +1.3    MM
2018 08 20 11 50  MM   MM   MM   1.2     5   4.2  62 1019.2  20.1  22.6  19.1   MM +0.9    MM
2018 08 20 10 50  MM   MM   MM   1.1     5   4.3  61 1019.1  20.2  22.6  19.2   MM +1.3    MM
2018 08 20 09 50  MM   MM   MM   1.0     5   4.4  63 1018.5  19.6  22.5  19.2   MM +0.5    MM
2018 08 20 08 50  MM   MM   MM   1.1     5   4.5  71 1018.3  19.8  22.5  19.0   MM -0.0    MM
2018 08 20 07 50  MM   MM   MM   1.1     5   4.3  59 1017.8  20.2  22.4  18.4   MM -0.3    MM
2018 08 20 06 50  MM   MM   MM   1.1     5   4.3  69 1018.0  20.1  22.4  18.3   MM +0.0    MM
2018 08 20 05 50  MM   MM   MM   1.2     5   4.5  76 1018.1  20.3  22.4  18.1   MM +0.0    MM
2018 08 20 04 50  MM   MM   MM   1.3     6   4.4  68 1018.1  20.5  22.5  17.9   MM +0.0    MM
2018 08 20 03 50  MM   MM   MM   1.4     5   4.5  70 1018.1  20.6  22.4  17.8   MM +0.6    MM
2018 08 20 02 50  MM   MM   MM   1.5     6   4.5  63 1017.9  20.5  22.3  17.4   MM +0.8    MM
2018 08 20 01 50  MM   MM   MM   1.7     6   4.8  80 1017.9  20.8  22.3  17.3   MM +1.4    MM
2018 08 20 00 50  MM   MM   MM   1.8     6   4.9  76 1017.5  20.9  22.4  17.1   MM +1.2    MM
2018 08 19 23 50  MM   MM   MM   1.8     6   4.9  70 1017.1  21.0  22.7  17.1   MM +1.4    MM
2018 08 19 22 50  MM   MM   MM   1.8     7   5.0  79 1016.5  21.2  22.9  16.7   MM +1.0    MM
2018 08 19 21 50  MM   MM   MM   1.8     6   4.9  75 1016.3  21.2  23.0  16.8   MM +1.1    MM
2018 08 19 20 50  MM   MM   MM   1.9     6   5.0  73 1015.7  21.3  23.1  16.9   MM +0.7    MM
2018 08 19 19 50  MM   MM   MM   1.8     7   5.0  92 1015.5  21.3  23.1  17.4   MM +0.8    MM
2018 08 19 18 50  MM   MM   MM   1.8     6   5.0  83 1015.2  21.2  23.2  17.4   MM +0.5    MM
2018 08 19 17 50  MM   MM   MM   1.8     6   5.0  63 1015.0  21.0  23.2  18.1   MM +0.3    MM
2018 08 19 16 50  MM   MM   MM   1.9     6   5.0  76 1014.7  20.7  23.3  18.5   MM +0.5    MM
2018 08 19 15 50  MM   MM   MM   2.0     6   5.0  71 1014.7  20.7  23.3  18.9   MM +1.5    MM
2018 08 19 14 50  MM   MM   MM   1.9     6   5.0  63 1014.7  20.4  23.3  18.8   MM +2.0    MM
2018 08 19 13 50  MM   MM   MM   1.9     6   4.9  52 1014.2  20.0  23.3  18.8   MM +2.1    MM
2018 08 19 12 50  MM   MM   MM   1.8     6   4.8  46 1013.2  20.4  23.5  18.8   MM +1.9    MM
2018 08 19 11 50  MM   MM   MM   1.7     6   4.6  52 1012.7  20.7  23.6  19.0   MM +1.9    MM
2018 08 19 10 50  MM   MM   MM   1.7     6   4.6  57 1012.1  20.7  23.8  19.1   MM +1.6    MM
2018 08 19 09 50  MM   MM   MM   1.9     5   4.7  54 1011.3  21.0  24.0  19.6   MM +1.1    MM
2018 08 19 08 50  MM   MM   MM   1.6     5   4.5  61 1010.8  21.1  24.4  19.9   MM +0.7    MM
2018 08 19 07 50  MM   MM   MM   1.3     7   4.1 209 1010.5  21.6  24.7  20.5   MM +0.4    MM
2018 08 19 06 50  MM   MM   MM   1.1     6   4.3 182 1010.2  21.9  24.9  21.2   MM +0.0    MM
2018 08 19 05 50  MM   MM   MM   1.0     7   5.1 197 1010.1  23.5  25.0  22.1   MM +0.0    MM
2018 08 19 04 50  MM   MM   MM   0.9     8   5.5 188 1010.1  22.9  24.9  22.2   MM +0.0    MM
2018 08 19 03 50  MM   MM   MM   0.9     6   5.8 193 1010.1  23.3  24.9  21.7   MM -0.0    MM
2018 08 19 02 50  MM   MM   MM   0.9     7   5.6 196 1009.9  23.2  24.8  22.1   MM +0.5    MM
2018 08 19 01 50  MM   MM   MM   0.7     6   4.7 200 1009.9  22.8  24.7  21.6   MM +1.1    MM
2018 08 19 00 50  MM   MM   MM   0.9     6   4.3 176 1010.3  22.7  24.6  21.7   MM +1.8    MM
2018 08 18 23 50  MM   MM   MM   0.8     6   4.5 174 1009.4  25.0  24.8  24.2   MM +0.8    MM
2018 08 18 22 50  MM   MM   MM   0.8     6   4.4 183 1008.8  25.2  24.9  24.2   MM -0.0    MM
2018 08 18 21 50  MM   MM   MM   0.8     6   4.2 184 1008.5  25.5  25.0  23.9   MM -0.5    MM
2018 08 18 20 50  MM   MM   MM   0.9     5   4.3 200 1008.6  25.2  25.2  23.8   MM -1.1    MM
2018 08 18 19 50  MM   MM   MM   0.9     6   4.4 191 1008.6  25.1  25.3  23.6   MM -1.4    MM
2018 08 18 18 50  MM   MM   MM   0.9     5   4.3 206 1009.0  25.0  25.3  23.7   MM -1.5    MM
2018 08 18 17 50  MM   MM   MM   0.8     5   4.3 208 1009.7  24.9  25.3  23.6   MM -1.5    MM
2018 08 18 16 50  MM   MM   MM   0.8     6   4.3 209 1010.0  25.0  25.2  23.4   MM -1.6    MM
2018 08 18 15 50  MM   MM   MM   0.9     5   4.4 201 1010.5  24.9  25.0  22.9   MM -0.9    MM
2018 08 18 14 50  MM   MM   MM   0.9     6   4.5 210 1011.2  24.8  25.0  23.1   MM +0.0    MM
2018 08 18 13 50  MM   MM   MM   0.9     6   4.6 210 1011.6  24.6  24.9  23.4   MM -0.0    MM
2018 08 18 12 50  MM   MM   MM   1.0     6   4.6 205 1011.4  24.4  24.8  23.6   MM +0.0    MM
2018 08 18 11 50  MM   MM   MM   1.0     6   4.6 196 1011.3  24.4  24.7  23.4   MM -0.7    MM
2018 08 18 10 50  MM   MM   MM   1.0     6   4.5 206 1011.6  24.4  24.6  23.8   MM -1.0    MM
2018 08 18 09 50  MM   MM   MM   1.1     6   4.7 201 1011.2  24.8  24.6  24.4   MM -1.7    MM
2018 08 18 08 50 240  3.0  4.0   1.1     5   4.6 208 1012.0  24.7  24.7  23.4   MM -1.9    MM
2018 08 18 07 50 230  1.0  3.0   0.9     5   4.7 194 1012.6  23.5  24.8  22.7   MM -1.0    MM
2018 08 18 06 50 230  4.0  5.0   1.0     6   4.5 202 1012.9  25.5  24.9  24.4   MM -1.4    MM
2018 08 18 05 50 260  4.0  5.0   1.0     5   4.3 200 1013.9  25.0  25.1  24.0   MM -0.9    MM
2018 08 18 04 50 200  7.0  8.0   1.0     5   4.3 215 1013.6  26.0  25.3  24.5   MM -1.7    MM
2018 08 18 03 50  MM   MM   MM   1.1     5   4.3 205 1014.3  25.9  25.3  24.6   MM -1.0    MM
2018 08 18 02 50  MM   MM   MM   1.0     5   4.1 209 1014.8  25.9  25.3  24.9   MM -0.4    MM
2018 08 18 01 50  MM   MM   MM   1.0     5   3.9 204 1015.3  25.9  25.3  24.7   MM +0.0    MM
2018 08 18 00 50  MM   MM   MM   0.9     4   3.9 207 1015.3  25.9  25.3  24.6   MM -0.6    MM
2018 08 17 23 50  MM   MM   MM   0.8     8   3.7 187 1015.2  25.9  25.3  24.5   MM -1.0    MM
2018 08 17 22 50  MM   MM   MM   0.7     8   3.8 129 1015.4  26.0  25.4  24.5   MM -1.3    MM
2018 08 17 21 50  MM   MM   MM   0.7     8   4.1 169 1015.9  26.1  25.4  24.6   MM -1.5    MM
2018 08 17 20 50  MM   MM   MM   0.6     8   4.2 141 1016.2  26.1  25.4  24.5   MM -1.9    MM
2018 08 17 19 50  MM   MM   MM   0.6     8   4.4 109 1016.7  26.0  25.4  24.7   MM -1.7    MM
2018 08 17 18 50  MM   MM   MM   0.6     9   4.5 161 1017.4  25.8  25.4  24.5   MM -1.3    MM
2018 08 17 17 50  MM   MM   MM   0.5     8   4.6 152 1018.1  25.8  25.4  24.6   MM -1.0    MM
2018 08 17 16 50  MM   MM   MM   0.6     8   4.8 135 1018.4  25.7  25.4  24.6   MM -0.8    MM
2018 08 17 15 50  MM   MM   MM   0.6     9   5.0 198 1018.7  25.7  25.3  24.3   MM -0.5    MM
2018 08 17 14 50 230  4.0  4.0   0.6     8   4.8 141 1019.1  25.5  25.1  24.3   MM +0.0    MM
2018 08 17 13 50 230  4.0  5.0   0.6     8   4.8 130 1019.2  25.5  25.0  24.3   MM +0.0    MM
2018 08 17 12 50 230  3.0  4.0   0.7     8   4.6 181 1019.2  25.4  24.9  23.9   MM +0.4    MM
2018 08 17 11 50 240  3.0  4.0   0.7     8   4.5 164 1019.1  25.2  24.8  23.7   MM +0.6    MM
2018 08 17 10 50 240  4.0  5.0   0.7     8   4.4 181 1019.1  25.1  24.8  23.8   MM +0.5    MM
